filepath,label,original_split
largeFaceShape_dataset\train\heart\heart-783-_jpg.rf.9706947ef5493eedff37208c7ed72985.jpg,heart,train
largeFaceShape_dataset\train\round\round-485-_jpg.rf.b1a27363b730391713f08cdfd05f99dc.jpg,round,train
largeFaceShape_dataset\train\oval\image-ovale-254_jpg.rf.5fda708a34e0e731dc039565a23d221f.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-974-_jpg.rf.48bf93ab88c13f6e71ac322de5b9555b.jpg,long,train
largeFaceShape_dataset\test\oval\oval-231-_jpg.rf.8289b93707e6aba23428e5fbc6c83f9a.jpg,oval,test
largeFaceShape_dataset\train\round\round-611_jpg.rf.8648980271442933023bd05fc8266038.jpg,round,train
largeFaceShape_dataset\train\long\oblong-134-_jpg.rf.2e88e147ae21bdec5af507ccec2d88ff.jpg,long,train
largeFaceShape_dataset\train\round\round-27-_jpg.rf.844c94f94462d11c598466ad687e7e39.jpg,round,train
largeFaceShape_dataset\train\long\oblong-998-_jpg.rf.51b67465f8ecae217da05dd07f589655.jpg,long,train
largeFaceShape_dataset\train\oval\ovale-455_jpg.rf.0f9c1644e2f757063c361a4f06bf5eff.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-443-_jpg.rf.b770fc7344bd9607ca5e42ef2b0f3da2.jpg,long,train
largeFaceShape_dataset\train\heart\heart-941-_jpg.rf.9117e46a17f9af0089414f5a9a845037.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-860-_jpg.rf.6a08557ab0911f2bbf7b3c0ffcabca5c.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-88-_jpg.rf.6c8269b358effd8c39737b3c5bcf8b86.jpg,long,train
largeFaceShape_dataset\train\heart\heart-977-_jpg.rf.20786f65aa63c7b3ab7677a7bdf651dd.jpg,heart,train
largeFaceShape_dataset\train\square\42_jpg.rf.f0460d28a33c4600fb9292a8a3d473b4.jpg,square,train
largeFaceShape_dataset\train\square\square-90-_jpg.rf.5a226be20f54622a0027920e5e81a991.jpg,square,train
largeFaceShape_dataset\train\square\square-192-_jpg.rf.4211079c1bc192b73038bbcb75092ac3.jpg,square,train
largeFaceShape_dataset\train\square\square-49-_jpg.rf.11339feaa37a41f8a06d54381f080049.jpg,square,train
largeFaceShape_dataset\train\square\square-307-_jpg.rf.73822e28ca60ce3ee873c7db9065a47d.jpg,square,train
largeFaceShape_dataset\train\long\oblong-659-_jpg.rf.d30421c5f0ba41a9e0b81eacf86278c6.jpg,long,train
largeFaceShape_dataset\train\square\square-381-_jpg.rf.27348c16bb50cfa686e30ee03fdf3bf0.jpg,square,train
largeFaceShape_dataset\train\oval\oval-413-_jpg.rf.71fa20ad7e01323e60dc8e230db0fd4e.jpg,oval,train
largeFaceShape_dataset\test\square\square-t74_jpg.rf.3f27d02d111b813e9450cae6386ce85a.jpg,square,test
largeFaceShape_dataset\test\oval\ovale-t92_jpg.rf.18718de32af3216c2ffbd2ce6474040d.jpg,oval,test
largeFaceShape_dataset\train\round\round-765-_jpg.rf.0adf5772bb48d696c372e520a4c92e1f.jpg,round,train
largeFaceShape_dataset\train\heart\heart-205-_jpg.rf.aaffc627fa2f012d362e9593a419613c.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-457-_jpg.rf.f3d46932b9b2ac627484e7d838be70b3.jpg,long,train
largeFaceShape_dataset\train\round\round-521_jpg.rf.4011e40bafcccca45c4de9b1c5564aa5.jpg,round,train
largeFaceShape_dataset\train\oval\oval-208-_jpg.rf.2ef00099d6ec7797a2154067855a592a.jpg,oval,train
largeFaceShape_dataset\train\round\round-315-_jpg.rf.ba82a93b71919e2dbe299220e37cc3a6.jpg,round,train
largeFaceShape_dataset\train\square\square-945-_jpg.rf.ec6476d6cb3136a5fae3aa3eee0f2b29.jpg,square,train
largeFaceShape_dataset\train\oval\oval-396-_jpg.rf.7a1ff490c8b399be43f3738d9bde4b6d.jpg,oval,train
largeFaceShape_dataset\train\oval\ovale-320_jpg.rf.8a62a4372ab31a35c6ff2c88fcf58e8a.jpg,oval,train
largeFaceShape_dataset\train\long\103_jpg.rf.100b6a31edb1312882d32ae2ba011997.jpg,long,train
largeFaceShape_dataset\train\square\square-257-_jpg.rf.f8b051843a44fea4ed985190737e7642.jpg,square,train
largeFaceShape_dataset\train\heart\heart-809-_jpg.rf.67dbd310b762d77c65b47be2312f871a.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-513-_jpg.rf.bdf7a6eada5c4a689f6da7ec7db32bd5.jpg,long,train
largeFaceShape_dataset\train\square\image-square-170_jpg.rf.a682d57f0689e74f5cb6deef53964495.jpg,square,train
largeFaceShape_dataset\train\square\square-352-_jpg.rf.262f281aa0ca946a8c01e391953abc7e.jpg,square,train
largeFaceShape_dataset\train\heart\heart-113-_jpg.rf.f9938886e2d2cf0993cf4c72a0ac6d91.jpg,heart,train
largeFaceShape_dataset\train\square\square-42-_jpg.rf.5e3661275de49a4888e1768483a1603c.jpg,square,train
largeFaceShape_dataset\train\round\round-775-_jpg.rf.72ed0f10eaa64d75595d8a760fa076ed.jpg,round,train
largeFaceShape_dataset\test\oval\oval-648-_jpg.rf.f0cbd58a3ab84fe9c7cc289ff1e8912c.jpg,oval,test
largeFaceShape_dataset\train\heart\heart-999-_jpg.rf.36424f6e0bc18e2d834328f4c1f8f9c6.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-836-_jpg.rf.7b92eced575e2ae09d3181e101704729.jpg,heart,train
largeFaceShape_dataset\train\square\square-752-_jpg.rf.92e9abd67dc86cb336bb6d8a6c59c839.jpg,square,train
largeFaceShape_dataset\train\oval\ovale-304_jpg.rf.7d9e39b3f10f7867ecd84b30fb699756.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-630-_jpg.rf.880d2a8453295bb53ba990d1c7fefc3c.jpg,heart,train
largeFaceShape_dataset\train\square\square-982-_jpg.rf.cb361478cb27f74bcb32b05795dbbed7.jpg,square,train
largeFaceShape_dataset\train\round\round-376-_jpg.rf.7fbd247d4ece629f9e3a113518fed34b.jpg,round,train
largeFaceShape_dataset\train\square\square-847-_jpg.rf.ad06308d4ed69cecbf63fbf43e7a4440.jpg,square,train
largeFaceShape_dataset\train\square\38_jpg.rf.8e87c391308cfb62a69467f69b16d125.jpg,square,train
largeFaceShape_dataset\train\round\round-798-_jpg.rf.d188f905caaca171775ce8e03c1999d9.jpg,round,train
largeFaceShape_dataset\train\long\oblong-187-_jpg.rf.6d8c76b61cd1ae47c3ade2b8519d9f89.jpg,long,train
largeFaceShape_dataset\train\heart\heart-652-_jpg.rf.f44bd0a2d270f0ae75dca9afa9d9ab70.jpg,heart,train
largeFaceShape_dataset\train\round\image-round-79_jpg.rf.1b7e98ec6caeb61bef254f155074bf2f.jpg,round,train
largeFaceShape_dataset\train\square\68_jpg.rf.d4f99c59fc8132e8bf8e6c7da12151f6.jpg,square,train
largeFaceShape_dataset\train\square\square-747-_jpg.rf.2b23a053b4207a6ccbe8d8ccba6150f4.jpg,square,train
largeFaceShape_dataset\train\long\oblong-725-_jpg.rf.d93ee1c4441dbe5e7cf65d2da4d6fbba.jpg,long,train
largeFaceShape_dataset\train\oval\22_jpg.rf.b8b0bb06dd5150610e67c35a95ffd61a.jpg,oval,train
largeFaceShape_dataset\test\square\square-12-_jpg.rf.c0640465c92ceea6e941fdf2fcff3745.jpg,square,test
largeFaceShape_dataset\train\long\59_jpg.rf.f7e6f924d4d48444037cd11a7927f54e.jpg,long,train
largeFaceShape_dataset\train\oval\oval-945-_jpg.rf.5956703bf29b4cd038f67c40a131e37e.jpg,oval,train
largeFaceShape_dataset\train\square\square-918-_jpg.rf.5e299ba7019e6032d9a8a96c5cbca00f.jpg,square,train
largeFaceShape_dataset\train\square\square-558-_jpg.rf.6998957da438b8cf716e8c56c46a4936.jpg,square,train
largeFaceShape_dataset\train\heart\heart-232-_jpg.rf.42ce9fa06ce10a3ae26e817e63be804c.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-793-_jpg.rf.46d02ceeedd107d8f98a8847d9011a21.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-627-_jpg.rf.3448aec0718d4f047e948117f6d60786.jpg,heart,train
largeFaceShape_dataset\train\round\round-593_jpg.rf.0eee40baa0086176cd8d6e25b97a3250.jpg,round,train
largeFaceShape_dataset\train\oval\oval-236-_jpg.rf.fe5ca7579beff4e77f359f10853b4851.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-782-_jpg.rf.b6af9bcf3106b9ee0ed63d07be2087b8.jpg,oval,train
largeFaceShape_dataset\train\long\104_jpg.rf.32f8b2425ec966e905c5640370994fff.jpg,long,train
largeFaceShape_dataset\train\heart\heart-1-_jpg.rf.6a9a787a74de78b4eb608a9fae319587.jpg,heart,train
largeFaceShape_dataset\train\oval\ovale-413_jpg.rf.364e9fe01a8f2e643f54a6a6ddbc2a8a.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-345-_jpg.rf.75f42e3b26ac1876c2769eb015965f00.jpg,heart,train
largeFaceShape_dataset\test\square\square-t94_jpg.rf.5e5b4054daeac7fe95c012b0a456648c.jpg,square,test
largeFaceShape_dataset\train\round\round-58-_jpg.rf.c8a8ed5b06487a314e389f127c2a0829.jpg,round,train
largeFaceShape_dataset\train\square\square-427-_jpg.rf.d06437249a92272d9f119688b5fba9cf.jpg,square,train
largeFaceShape_dataset\train\heart\heart-885-_jpg.rf.f8b64b098ab3cd2accca1e9a0a669616.jpg,heart,train
largeFaceShape_dataset\train\oval\ovale-449_jpg.rf.9a006553ec8e246bb9e08b4cd7e3f31b.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-347-_jpg.rf.2e6ba41a587020b09b6f9bedb37a9811.jpg,heart,train
largeFaceShape_dataset\train\long\77_jpg.rf.5e14f815b9c1ad64bdceafeecd26a3ca.jpg,long,train
largeFaceShape_dataset\train\square\square-798-_jpg.rf.516a9541cff62ee26572d2aaba6af6f2.jpg,square,train
largeFaceShape_dataset\train\heart\heart-931-_jpg.rf.958273334e58145200233568403253f6.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-111-_jpg.rf.a3da3be2d399ed667b370fabaae4a362.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-984-_jpg.rf.effd47f8df341707dc60b0f8fd2a20be.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-771-_jpg.rf.77c68d45c9cd8acea1a88a049f266b4b.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-216-_jpg.rf.b2496027abd1cae45943ebd5d91a26a7.jpg,oval,train
largeFaceShape_dataset\test\square\square-7-_jpg.rf.be628f41950a5386db127997f37d6c2d.jpg,square,test
largeFaceShape_dataset\train\heart\heart-750-_jpg.rf.dc26ddca71405bfc1ae22e49a1028103.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-858-_jpg.rf.edfa4ff250c9c385b396c50e9bcea619.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-530-_jpg.rf.e28ab15fbad42e24c27b326315f5b201.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-831-_jpg.rf.7189cb1ab82f8eb3b43e506b8006cc12.jpg,oval,train
largeFaceShape_dataset\train\square\39_jpg.rf.f7f68ad080fd7df7b4116fe64a47f260.jpg,square,train
largeFaceShape_dataset\train\long\oblong-251-_jpg.rf.42e18417514cc5faf7f73d69451cf444.jpg,long,train
largeFaceShape_dataset\train\round\round-697-_jpg.rf.fbd3d9b97347ab92f8fe1975e8889329.jpg,round,train
largeFaceShape_dataset\train\square\square-138-_jpg.rf.cd60df476965f0f93988d2af0218325d.jpg,square,train
largeFaceShape_dataset\train\round\round-466-_jpg.rf.151fa1283f53ff88ff945957a4a6277c.jpg,round,train
largeFaceShape_dataset\train\long\oblong-430-_jpg.rf.1e17487f42b95a99d6602dcaad68e585.jpg,long,train
largeFaceShape_dataset\train\square\square-282-_jpg.rf.5a0850a9b6f72863a4c9c2c2da974b6e.jpg,square,train
largeFaceShape_dataset\test\round\round-t48_jpg.rf.6fb06fbebc0d465d9310f46d067305cb.jpg,round,test
largeFaceShape_dataset\train\oval\ovale-430_jpg.rf.8e89fa556ec2f7f65e5154e4e0a69a5d.jpg,oval,train
largeFaceShape_dataset\train\long\67_jpg.rf.f4936a590f4128914384643053986e14.jpg,long,train
largeFaceShape_dataset\train\heart\heart-869-_jpg.rf.125b66685f82f87e542ebebe1223dee3.jpg,heart,train
largeFaceShape_dataset\train\long\98_jpg.rf.bdcfe148bf803c37f2727195e9ba49b2.jpg,long,train
largeFaceShape_dataset\train\oval\oval-668-_jpg.rf.f656c739424b59e0360b29205d5d86b6.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-187-_jpg.rf.998f1aeee8df7d8ef1b633c390bbe994.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-880-_jpg.rf.ddd16d80816d54e4312da9f54467f099.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-763-_jpg.rf.264cf6cb1200f823f621ac1d39ef5cbd.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-744-_jpg.rf.69bf515cc4062af5cffd636cfb0a2a30.jpg,oval,train
largeFaceShape_dataset\train\round\round-413_jpg.rf.dc800dfe3438e4fa95b0a7524d653f3a.jpg,round,train
largeFaceShape_dataset\train\square\square-169-_jpg.rf.15b1ef0a6f38c409868adb9f1d0ba421.jpg,square,train
largeFaceShape_dataset\train\round\image-round-53_jpg.rf.76500db589d74a980653b8e0f6694821.jpg,round,train
largeFaceShape_dataset\train\heart\heart-799-_jpg.rf.d08e66b9db7410ce883987ee1aba3c57.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-37-_jpg.rf.785ed31308bca3d5dfeaa942199746f3.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-167-_jpg.rf.5937da0b70b1c01c193726becebe0506.jpg,long,train
largeFaceShape_dataset\train\square\image-square-171_jpg.rf.48601742423605c6f03aee4a665912e9.jpg,square,train
largeFaceShape_dataset\test\square\63_jpg.rf.6c8b7531507bbc9b809a9805cd8b1bb1.jpg,square,test
largeFaceShape_dataset\train\oval\oval-192-_jpg.rf.08cbdf833a70c3fdbb6c94bd5c42ed40.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-386-_jpg.rf.e285adfec39cb8f97a0522dc42959e26.jpg,long,train
largeFaceShape_dataset\train\round\round-191-_jpg.rf.9e01bab66d22a10a9cbc25dc7e5e27ab.jpg,round,train
largeFaceShape_dataset\train\long\74_jpg.rf.ca7b86403c03ba842b8abe11c1a44940.jpg,long,train
largeFaceShape_dataset\train\round\round-564_jpg.rf.88e4457719b447e4692c2054e6027c6e.jpg,round,train
largeFaceShape_dataset\train\round\round-503_jpg.rf.4f06c6214ada24517b799013609e8252.jpg,round,train
largeFaceShape_dataset\train\long\79_jpg.rf.2fc391077a82fd7d97b993f3ca614901.jpg,long,train
largeFaceShape_dataset\train\heart\heart-329-_jpg.rf.787d7e7d682b0ebe8661e20599ffacdb.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-843-_jpg.rf.168a697a10c774fd6a61494ad4f26a87.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-77-_jpg.rf.0a193625d612077e14d3ed95b5644b2a.jpg,long,train
largeFaceShape_dataset\train\round\round-769-_jpg.rf.e11a4ef69356772ffcdc07031556b8d7.jpg,round,train
largeFaceShape_dataset\train\heart\heart-500-_jpg.rf.e0f3c24625983b00c8ce8da4b1d11f20.jpg,heart,train
largeFaceShape_dataset\train\square\square-958-_jpg.rf.af131f1d53f58b118c4d27588fbde68a.jpg,square,train
largeFaceShape_dataset\train\long\oblong-96-_jpg.rf.8d2bdaaddae6c70758eb7855d16c89fa.jpg,long,train
largeFaceShape_dataset\train\long\oblong-398-_jpg.rf.686f506b1c7abb7c22e39e48a5ac2f6f.jpg,long,train
largeFaceShape_dataset\train\long\35_jpg.rf.b912abc331bf5e93b2a440bb7d2f642a.jpg,long,train
largeFaceShape_dataset\test\long\oblong-144-_jpg.rf.e297f396b0e66532d149bddb39f1f1d8.jpg,long,test
largeFaceShape_dataset\train\oval\oval-797-_jpg.rf.684cffb3a913d9834b72501e830c850e.jpg,oval,train
largeFaceShape_dataset\test\square\square-t21_jpg.rf.3cfa0296e57899e46c463cd149e6c0f1.jpg,square,test
largeFaceShape_dataset\train\square\square-435-_jpg.rf.8b179e8caf9982dffd99d8ef2a4b92d5.jpg,square,train
largeFaceShape_dataset\train\oval\oval-962-_jpg.rf.3b4a3d3fe7c90848d3e2727c9141e5ca.jpg,oval,train
largeFaceShape_dataset\test\long\oblong-692-_jpg.rf.0cdb179561e17bb69baec480255bd545.jpg,long,test
largeFaceShape_dataset\train\round\round-414-_jpg.rf.83929f1d650bc2b315c2cd95592903b8.jpg,round,train
largeFaceShape_dataset\train\square\square-933-_jpg.rf.d29dc5c9e7d7afa80df22082aabf408c.jpg,square,train
largeFaceShape_dataset\train\square\110_jpg.rf.2d31df793176ae115de1f2a6376cac0e.jpg,square,train
largeFaceShape_dataset\train\square\square-179-_jpg.rf.06b1fbcd12898b57eaeff9c8dacf9b4c.jpg,square,train
largeFaceShape_dataset\train\square\square-191-_jpg.rf.5641a794b8aeed4f3885f4e887c25b95.jpg,square,train
largeFaceShape_dataset\train\square\square-932-_jpg.rf.1ad86f5d5cefc622e17a0d6506a90565.jpg,square,train
largeFaceShape_dataset\train\round\image-round-8_jpg.rf.a70cfeaa7f01a15b09758a04935df744.jpg,round,train
largeFaceShape_dataset\train\round\round-526-_jpg.rf.33c260a612602fc53276651472dde05b.jpg,round,train
largeFaceShape_dataset\train\square\square-432-_jpg.rf.73454b430503b0200bb62fc376aba954.jpg,square,train
largeFaceShape_dataset\train\oval\image-ovale-263_jpg.rf.12ac3c7ffd79756d1a08bd81cc72c9e1.jpg,oval,train
largeFaceShape_dataset\train\round\round-569_jpg.rf.887d4e71d83a97cf90d6d4436fc564e1.jpg,round,train
largeFaceShape_dataset\train\square\square-650-_jpg.rf.8846a7b7d392c3003c70b8ef15b93fdc.jpg,square,train
largeFaceShape_dataset\train\round\round-335-_jpg.rf.31a78d0ca398a13da2707c7edb91403d.jpg,round,train
largeFaceShape_dataset\train\square\square-277-_jpg.rf.744ab96fa4fc0c6a4880c66ae5ccff92.jpg,square,train
largeFaceShape_dataset\train\square\77_jpg.rf.ae5c4a911efe6aaa85749c199b5bfa8b.jpg,square,train
largeFaceShape_dataset\train\long\45_jpg.rf.9524ca6ee4ec9f0e1c299a6e0611247d.jpg,long,train
largeFaceShape_dataset\train\round\round-527_jpg.rf.5b8870285c527a8ea33cd177e9a70ec9.jpg,round,train
largeFaceShape_dataset\train\round\round-803-_jpg.rf.91c130efda7d4c1bdb570357a338d48c.jpg,round,train
largeFaceShape_dataset\test\square\square-t80_jpg.rf.14ae63a45b37c85ad7ceae9b23883fb3.jpg,square,test
largeFaceShape_dataset\train\round\round-887-_jpg.rf.1688fd7566282975205d57bc34c6e56c.jpg,round,train
largeFaceShape_dataset\train\square\square-784-_jpg.rf.b24e02c2c865277bc3452ab65f9a1ddf.jpg,square,train
largeFaceShape_dataset\train\square\square-651-_jpg.rf.456bcbad93021e4b8e51a7c26951e87a.jpg,square,train
largeFaceShape_dataset\train\round\round-643-_jpg.rf.2ce0c5c9b39afbc2c2b80558a5ea3551.jpg,round,train
largeFaceShape_dataset\train\oval\oval-926-_jpg.rf.81c2391bbd3526204a394f2e43a8596e.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-914-_jpg.rf.ca19f85a2c61253579494a0259b715a2.jpg,oval,train
largeFaceShape_dataset\train\square\square-479-_jpg.rf.86cd0365d7fbd35c95513404d7d2d0db.jpg,square,train
largeFaceShape_dataset\train\round\round-124-_jpg.rf.0741e13eb6e91506c1410b3d1b60c3fd.jpg,round,train
largeFaceShape_dataset\train\square\square-1000-_jpg.rf.c20c525627cc6ca2a265a3b9d135076e.jpg,square,train
largeFaceShape_dataset\train\heart\heart-245-_jpg.rf.5b4330a41d00b92a33b5ef7b74cb3403.jpg,heart,train
largeFaceShape_dataset\train\square\square-134_jpg.rf.7a67e59adf488cf0055d21a77345082a.jpg,square,train
largeFaceShape_dataset\train\oval\oval-236-_jpg.rf.ae1955dae12b543b67db73ea7ac3eb92.jpg,oval,train
largeFaceShape_dataset\train\round\round-209-_jpg.rf.782941d19a9cbe4c1a31976d0d85cc1d.jpg,round,train
largeFaceShape_dataset\train\long\oblong-655-_jpg.rf.8267728ec892227d0689d2b7c2e2f20b.jpg,long,train
largeFaceShape_dataset\train\round\round-413_jpg.rf.ff97e11a33e17443b731a05bf664930c.jpg,round,train
largeFaceShape_dataset\train\heart\heart-846-_jpg.rf.63d24aaaad3af88de85487b97e1d127a.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-737-_jpg.rf.67d25608f3ac5d6dd552d23cfcc68875.jpg,oval,train
largeFaceShape_dataset\train\oval\ovale-332_jpg.rf.c3dba752f3e3c45de9d1857fd9ab2912.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-442-_jpg.rf.9d682b6650cfa740bf9c2aac95cd2309.jpg,long,train
largeFaceShape_dataset\train\square\square-587-_jpg.rf.55cae5dbc1045ad6450651eb6cd6578c.jpg,square,train
largeFaceShape_dataset\test\square\square-631-_jpg.rf.9df84b5ac2720d40ac8cb384b4ff3bf5.jpg,square,test
largeFaceShape_dataset\train\square\image-square-107_jpg.rf.a2168629e0f58a3fa27f681fd77ed76e.jpg,square,train
largeFaceShape_dataset\train\long\oblong-825-_jpg.rf.30f5185c3fac4c3f1de74321ff56becc.jpg,long,train
largeFaceShape_dataset\train\heart\heart-149-_jpg.rf.ec73733e1553d309b6f9bb2cfff6f389.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-670-_jpg.rf.d0da9eaa1e6c745ed803d7610e80b546.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-609-_jpg.rf.dfaf6373315d0230c96f92dcecf95171.jpg,long,train
largeFaceShape_dataset\test\long\oblong-676-_jpg.rf.9eb09002f811052b97cc0a961c765954.jpg,long,test
largeFaceShape_dataset\train\long\60_jpg.rf.94a6ddeee44dcf6f09dcb0efc42c61b0.jpg,long,train
largeFaceShape_dataset\train\square\square-392-_jpg.rf.e4897383b70e15249e77d36bc952af9d.jpg,square,train
largeFaceShape_dataset\train\oval\oval-742-_jpg.rf.17db54104ea09859e840b8c6136bdd9a.jpg,oval,train
largeFaceShape_dataset\train\square\square-730-_jpg.rf.6173e1a20075ff5cbb7a54000856bbed.jpg,square,train
largeFaceShape_dataset\train\round\round-555_jpg.rf.eb407c4f3d6c56a34d5c700c8c968d5d.jpg,round,train
largeFaceShape_dataset\train\long\oblong-772-_jpg.rf.25ce7b8b7f187b25837981c931e42643.jpg,long,train
largeFaceShape_dataset\train\round\round-906-_jpg.rf.e9f82a76121c3f8032e560cbeffb3c37.jpg,round,train
largeFaceShape_dataset\train\square\image-square-178_jpg.rf.d96bbd0205962754dcee8c8eb27be5fc.jpg,square,train
largeFaceShape_dataset\train\square\image-square-134_jpg.rf.ce3e8e73722e0ba0d793160ed372f9be.jpg,square,train
largeFaceShape_dataset\train\long\oblong-839-_jpg.rf.0e0bdf0672ac34a1b8f343143bc9f205.jpg,long,train
largeFaceShape_dataset\train\heart\heart-489-_jpg.rf.e0e82ed7fb1afd9199de228109ad4a7e.jpg,heart,train
largeFaceShape_dataset\train\oval\ovale-429_jpg.rf.985309d40d77c18de1d8f3465118a1f1.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-42-_jpg.rf.229edf4b6fde155961f129ad547ab6d1.jpg,oval,train
largeFaceShape_dataset\train\square\65_jpg.rf.6b01a39945bb62b72e511ff1513a3583.jpg,square,train
largeFaceShape_dataset\train\square\112_jpg.rf.6443fd8cb8963230d6e113495d89541e.jpg,square,train
largeFaceShape_dataset\train\heart\heart-435-_jpg.rf.c5835ad5d7074c978a3ebf660a821fc7.jpg,heart,train
largeFaceShape_dataset\train\square\square-315-_jpg.rf.f52e52358e15906ea076edb7e500a218.jpg,square,train
largeFaceShape_dataset\train\long\91_jpg.rf.a1e979ddbb9ba26a48961f68c4417c22.jpg,long,train
largeFaceShape_dataset\test\square\square-t17_jpg.rf.28c1bf6515a9eae771c89c96f2cf23b7.jpg,square,test
largeFaceShape_dataset\train\square\square-593-_jpg.rf.64ec013dbae884e2608b6634d29f6e13.jpg,square,train
largeFaceShape_dataset\train\round\round-48-_jpg.rf.795d6683d1142718523312de8deb6aec.jpg,round,train
largeFaceShape_dataset\train\square\square-123-_jpg.rf.7d0b53a52721c08981d932acaab4f564.jpg,square,train
largeFaceShape_dataset\test\long\40_jpg.rf.7c16d9e8b8a0d6db4d62d2f4428e7c71.jpg,long,test
largeFaceShape_dataset\test\square\square-t43_jpg.rf.0b9a4414b511d7820a523db67119e705.jpg,square,test
largeFaceShape_dataset\train\heart\heart-27-_jpg.rf.33f6ce0bbd9692ce1be99ff78deae248.jpg,heart,train
largeFaceShape_dataset\train\long\24_jpg.rf.ad2056cca048330d64596a9727348323.jpg,long,train
largeFaceShape_dataset\train\heart\heart-169-_jpg.rf.0c22d2dbe087cce24298cbb47b032aa3.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-711-_jpg.rf.05101f938274452dad2f2a8fdd5f7527.jpg,long,train
largeFaceShape_dataset\test\square\square-59-_jpg.rf.773a43901cdb2617622b35931480f3ea.jpg,square,test
largeFaceShape_dataset\test\heart\heart-910-_jpg.rf.a3179cc2d1ab166436c16f00a3e10903.jpg,heart,test
largeFaceShape_dataset\train\heart\heart-215-_jpg.rf.cede2c5c5283ae191b7ac11d0405c466.jpg,heart,train
largeFaceShape_dataset\train\round\round-730-_jpg.rf.a9c96634ceba395f4cc585dfe9481cd7.jpg,round,train
largeFaceShape_dataset\test\square\square-600-_jpg.rf.d896768e27eb4ee32ac7013c687454f3.jpg,square,test
largeFaceShape_dataset\train\round\round-734-_jpg.rf.4bdb9cfb4564f994b54106eba702b231.jpg,round,train
largeFaceShape_dataset\train\round\round-632_jpg.rf.bdcd24ddb9f31085a5f89ffec15d42d4.jpg,round,train
largeFaceShape_dataset\train\oval\oval-933-_jpg.rf.de2fc0a92d3124332a197c7c9e432dd0.jpg,oval,train
largeFaceShape_dataset\train\round\round-472_jpg.rf.fedadfd9554ba7b0d86bd81f5db25f15.jpg,round,train
largeFaceShape_dataset\train\round\round-654-_jpg.rf.972c6185dbb11aa22c739b16805bbca7.jpg,round,train
largeFaceShape_dataset\test\heart\heart-770-_jpg.rf.fce0d398c4eab2a5886426871d1b8d76.jpg,heart,test
largeFaceShape_dataset\train\round\round-427_jpg.rf.f4d9d97ca3ba9d9fed5cd994d664ae0f.jpg,round,train
largeFaceShape_dataset\train\long\oblong-353-_jpg.rf.15ac53d959ae585c93dc9b900cd7c604.jpg,long,train
largeFaceShape_dataset\train\heart\heart-815-_jpg.rf.23a720f8dbdfaa9f6030899e1d08f6e7.jpg,heart,train
largeFaceShape_dataset\test\square\square-522-_jpg.rf.0997a2066cc5c5c3881f0f7c5960083d.jpg,square,test
largeFaceShape_dataset\train\heart\heart-335-_jpg.rf.1fb6a49161d57e799f55fb091be43f55.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-300-_jpg.rf.85d4e0274c86382e7d823f87bca13a24.jpg,oval,train
largeFaceShape_dataset\train\square\square-562-_jpg.rf.5f6179da1518e9503932ebc5fd0423f7.jpg,square,train
largeFaceShape_dataset\train\round\round-955-_jpg.rf.fe1b48392132d263009294db57ecaf09.jpg,round,train
largeFaceShape_dataset\train\round\round-108-_jpg.rf.b19f8a2672f304adb6f17bbc25bda0b8.jpg,round,train
largeFaceShape_dataset\train\square\square-191-_jpg.rf.5f1df47563fcef986249427abb1d5376.jpg,square,train
